agency_id,agency_name,agency_url,agency_lang,agency_phone,agency_email,agency_timezone,agency_fare_url,agency_branding_url
OP1896,Clyde Marine,http://www.traveline.info,EN,,,Europe/London,,
OP19,Airport Bus Express,https://www.airportbusexpress.co.uk/en/,EN,+441279681982,,Europe/London,,
OP190,E Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP1903,Centrebus,https://www.centrebus.info/,EN,,,Europe/London,,
OP1904,c2c,https://www.c2c-online.co.uk/,EN,0345 744 4422,,Europe/London,,
OP1908,Kidlington Assisted Transport CIC,http://www.traveline.info,EN,,,Europe/London,,
OP191,South Pennine Community Transport,http://www.southpenninect.co.uk,EN,,,Europe/London,,
OP192,DW Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP1928,Kingdoms Tours Ltd,http://www.traveline.info,EN,,,Europe/London,,
OP193,Stagecoach Manchester,https://www.stagecoachbus.com/about/manchester,EN,,,Europe/London,,
OP1931,Beaminster Town Council,http://www.traveline.info,EN,,,Europe/London,,
OP1936,Green Line,http://greenline702.co.uk,EN,,,Europe/London,,
OP194,Smith's Of Marple,http://www.traveline.info,EN,,,Europe/London,,
OP1950,WeberBus,http://www.traveline.info,EN,,,Europe/London,,
OP1953,Atlantic Travel GB,http://www.traveline.info,EN,,,Europe/London,,
OP1956,Olympia Travel,http://www.traveline.info,EN,,,Europe/London,,
OP1959,Belle Vue Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP1962,Primrose Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP1964,Nottingham Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP1977,Hampshire Community Transport,http://www.traveline.info,EN,,,Europe/London,,
OP1981,South Somerset Community Transport,http://www.traveline.info,EN,,,Europe/London,,
OP2,M & H Coaches,http://www.mandhcoaches.co.uk,EN,,,Europe/London,,
OP20,New Bharat Coaches,http://www.newbharat.co.uk/daily-timetable/,EN,020 8574 6817,,Europe/London,,
OP200,Moorlands Connect,http://www.traveline.info,EN,,,Europe/London,,
OP2002,Cogenhoe and Whiston Parish Council,http://www.traveline.info,EN,,,Europe/London,,
OP201,Camerons Travel,http://www.traveline.info,EN,,,Europe/London,,
OP2012,J R Services,http://www.traveline.info,EN,,,Europe/London,,
OP203,Roberts,https://www.robertstravelgroup.co.uk/local-service-routes,EN,,,Europe/London,,
OP2036,Lawson's of Corby,http://www.traveline.info,EN,,,Europe/London,,
OP204,arriva in the Midlands,http://www.arrivabus.co.uk/midlands/,EN,,,Europe/London,,
OP205,Kinchbus,https://www.kinchbus.co.uk/,EN,,,Europe/London,,
OP206,Paul S. Winson,http://www.winsoncoaches.co.uk/,EN,,,Europe/London,,
OP2069,Bishops Stortford Community Transport,http://www.traveline.info,EN,,,Europe/London,,
OP207,First Leicester,https://www.firstgroup.com/leicester,EN,,,Europe/London,,
OP208,Mark Bland Travel,http://markblandtravel.com,EN,,,Europe/London,,
OP2103,Viking Coaches (Heywood),http://www.traveline.info,EN,,,Europe/London,,
OP212,BEAVER,http://www.traveline.info,EN,,,Europe/London,,
OP214,Stagecoach East Midlands,https://www.stagecoachbus.com/about/east-midlands,EN,,,Europe/London,,
OP216,Delaine Buses,http://www.delainebuses.com,EN,,,Europe/London,,
OP217,Haines Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP218,Stagecoach,https://www.stagecoachbus.com/about/east-midlands,EN,,,Europe/London,,
OP219,HUNT'S,http://www.hunts-coaches.co.uk,EN,,,Europe/London,,
OP22,Buses of Somerset,https://www.firstgroup.com/somerset,EN,,,Europe/London,,
OP220,P. C. Coaches,http://www.pccoaches.co.uk/,EN,,,Europe/London,,
OP221,Hornsbys,http://hornsbytravel.co.uk,EN,,,Europe/London,,
OP222,Sleafordian Coaches,http://www.sleafordian.co.uk,EN,,,Europe/London,,
OP223,J R Dent Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP225,Cropley Brothers,http://www.traveline.info,EN,,,Europe/London,,
OP226,Grayscroft Coaches,http://grayscroft.co.uk,EN,,,Europe/London,,
OP228,Marshalls of Sutton on Trent,http://www.marshallscoaches.co.uk,EN,,,Europe/London,,
OP229,Amvale,http://www.traveline.info,EN,,,Europe/London,,
OP231,Fowlers Travel,http://www.traveline.info,EN,,,Europe/London,,
OP232,Travel Wright,http://www.travelwright.co.uk,EN,,,Europe/London,,
OP233,Gem Mini Travel,http://www.traveline.info,EN,,,Europe/London,,
OP234,Brylaine,http://www.brylaine.co.uk/,EN,,,Europe/London,,
OP236,A C Williams,http://www.traveline.info,EN,,,Europe/London,,
OP237,Dickinson Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP24,Henleys,http://www.traveline.info,EN,,,Europe/London,,
OP240,Sherwood Travel,http://www.traveline.info,EN,,,Europe/London,,
OP241,Langtoft Private Hire,http://www.traveline.info,EN,,,Europe/London,,
OP243,2 Way Transport,http://www.traveline.info,EN,,,Europe/London,,
OP244,Isle Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP245,Black & White Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP246,East Yorkshire,https://www.eastyorkshirebuses.co.uk/,EN,,,Europe/London,,
OP249,Stagecoach Midlands,https://www.stagecoachbus.com/about/midlands,EN,,,Europe/London,,
OP250,Stagecoach in Oxfordshire,https://www.stagecoachbus.com/about/oxfordshire,EN,,,Europe/London,,
OP251,Diamond Coaches of Rushden,http://www.diamond-coaches.co.uk,EN,,,Europe/London,,
OP252,Hamiltons Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP2530,Britannia Bus,http://www.britanniabus.co.uk/en-gb/,EN,,,Europe/London,,
OP257,Gayton & Tiffield Community Bus,http://www.traveline.info,EN,,,Europe/London,,
OP258,Expresslines,http://www.traveline.info,EN,,,Europe/London,,
OP259,Lilbourne Community Bus,http://www.traveline.info,EN,,,Europe/London,,
OP260,Rushton Community Minibus,http://www.traveline.info,EN,,,Europe/London,,
OP261,Nottingham City Transport,https://www.nctx.co.uk,EN,,,Europe/London,,
OP262,CT4N,http://www.ct4n.co.uk/,EN,,,Europe/London,,
OP263,NET,http://www.thetram.net,EN,,,Europe/London,,
OP265,Our Centre,http://www.traveline.info,EN,,,Europe/London,,
OP266,NottsBus,http://www.nottinghamshire.gov.uk/transport/public-transport/nottsbus-connect,EN,,,Europe/London,,
OP2662,Arrow Essex Dart,http://www.traveline.info,EN,,,Europe/London,,
OP2665,Village & Valleys Travel,http://www.traveline.info,EN,,,Europe/London,,
OP2666,Harpenden Connect,http://www.traveline.info,EN,,,Europe/London,,
OP267,Ravenshead Community Project,http://www.traveline.info,EN,,,Europe/London,,
OP268,Nottingham Minibuses,http://nottinghamcoaches.co.uk,EN,,,Europe/London,,
OP2695,Tamar Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP2697,Beaconsfield Community Bus,http://www.traveline.info,EN,,,Europe/London,,
OP27,First,https://www.firstgroup.com/,EN,,,Europe/London,,
OP270,Kettlewells,http://www.traveline.info,EN,,,Europe/London,,
OP271,Soar Valley Community Bus,http://www.traveline.info,EN,,,Europe/London,,
OP273,Evans Coaches Tregaron Limited,http://www.traveline.info,EN,,,Europe/London,,
OP276,Globe Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP2761,Cocktail Tours,http://www.traveline.info,EN,,,Europe/London,,
OP277,Glyn Evans & Son,http://www.traveline.info,EN,,,Europe/London,,
OP278,Goodsir,http://www.traveline.cymru,EN,,,Europe/London,,
OP279,Gwynfor,http://www.gwynforcoaches.co.uk,EN,,,Europe/London,,
OP281,Harris Coaches,http://harriscoaches.wales,EN,,,Europe/London,,
OP2827,Alpine,http://www.traveline.info,EN,,,Europe/London,,
OP2828,Minibus Plus,http://www.traveline.info,EN,,,Europe/London,,
OP285,Jones Login,http://www.traveline.info,EN,,,Europe/London,,
OP287,Lewis Y Llan,http://www.traveline.info,EN,,,Europe/London,,
OP288,Llew Jones International,http://llewjonesinternational.co.uk,EN,,,Europe/London,,
OP289,Lloyds Coaches,http://www.lloydscoaches.com,EN,,,Europe/London,,
OP290,Caelloi,http://www.caelloi.co.uk,EN,,,Europe/London,,
OP291,Stagecoach South Wales,https://www.stagecoachbus.com/about/south-wales,EN,,,Europe/London,,
OP292,Thomas of Rhondda,http://www.thomasofrhondda.co.uk,EN,,,Europe/London,,
OP293,Morris Travel,http://www.morristravel.co.uk,EN,,,Europe/London,,
OP294,Newport Bus,http://www.newportbus.co.uk/,EN,,,Europe/London,,
OP296,Richards Bros,http://www.richardsbros.co.uk,EN,,,Europe/London,,
OP297,South Wales Transport,http://www.southwalestransport.com,EN,,,Europe/London,,
OP298,Mid Wales Travel,http://www.midwalestravel.co.uk,EN,,,Europe/London,,
OP299,Phil Anslow Coaches,http://philanslowcoaches.co.uk,EN,,,Europe/London,,
OP2992,Dilwyn's Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP2993,Community Transport Passenger Services,http://www.traveline.info,EN,,,Europe/London,,
OP3,national express,https://www.nationalexpress.com/,EN,0871 781 8181,,Europe/London,,
OP30,Briggs Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP300,1st Call Travel,http://firstcalltravelltd.co.uk,EN,,,Europe/London,,
OP3025,Vectare,http://www.traveline.info,EN,,,Europe/London,,
OP3026,Britannia Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP3027,Express Cabs,http://www.traveline.info,EN,,,Europe/London,,
OP303,Monmouthshire County Council,http://www.monmouthshire.gov.uk/home/streets-parking-and-transport/transport-and-travel/bus-services/bus-timetables,EN,,,Europe/London,,
OP304,Dales and District,http://www.procterscoaches.com/dales-district-timetables/,EN,,,Europe/London,,
OP305,Scarlet Band,http://www.scarletbandbuses.co.uk,EN,,,Europe/London,,
OP307,arriva North East,http://www.arrivabus.co.uk/North-East,EN,,,Europe/London,,
OP308,Durham County Council,http://www.traveline.info,EN,,,Europe/London,,
OP309,Gateshead Central Taxis,http://www.gatesheadcentraltaxis.com/,EN,,,Europe/London,,
OP311,JH Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP312,Ferryhill Village Travel,http://www.traveline.info,EN,,,Europe/London,,
OP313,Gem Travel,http://www.traveline.info,EN,,,Europe/London,,
OP315,Stanley Travel,http://www.stanley-travel.com/,EN,,,Europe/London,,
OP3157,Northern Star Coach Hire,http://www.traveline.info,EN,,,Europe/London,,
OP317,hodgsons,http://www.hodgsonsbuses.com,EN,,,Europe/London,,
OP318,Go North East,http://www.gonortheast.co.uk,EN,,,Europe/London,,
OP319,Weardale Travel,http://www.weardale-travel.co.uk/,EN,,,Europe/London,,
OP321,The Eden,http://www.traveline.info,EN,,,Europe/London,,
OP323,Cumbria Classic Coaches,http://www.cumbriaclassiccoaches.co.uk,EN,,,Europe/London,,
OP324,Adapt (North East),http://www.adapt-ne.org.uk,EN,,,Europe/London,,
OP325,North East Equality and Diversity,http://www.traveline.info,EN,,,Europe/London,,
OP3256,Go North West,https://www.gonorthwest.co.uk/,EN,,,Europe/London,,
OP326,Stagecoach North East,https://www.stagecoachbus.com/about/north-east,EN,,,Europe/London,,
OP327,Wright Bros. Coaches,http://www.wrightscoaches.co.uk/,EN,,,Europe/London,,
OP328,arriva North East,http://www.arrivabus.co.uk/North-East,EN,,,Europe/London,,
OP3289,Tenterden Social Hub,http://www.traveline.info,EN,,,Europe/London,,
OP329,Travelsure,http://www.travelsure.co.uk,EN,,,Europe/London,,
OP331,Glen Valley Tours,https://glenvalley.co.uk/,EN,01668 281578,,Europe/London,,
OP332,P C L Travel,http://www.pcltravel.uk,EN,,,Europe/London,,
OP3322,K&P Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP333,Telford's Coaches,http://www.telfordscoaches.com/,EN,,,Europe/London,,
OP335,Nexus Metro,http://www.nexus.org.uk/metro,EN,,,Europe/London,,
OP3355,MISSING_NAME,http://www.traveline.info,EN,,,Europe/London,,
OP336,Nexus Ferry,http://www.nexus.org.uk/ferry,EN,,,Europe/London,,
OP338,Stanley Travel,https://stanley-travel.com,EN,,,Europe/London,,
OP340,Henry Cooper Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP342,Phoenix,http://traveline.info/,EN,,,Europe/London,,
OP345,Eurocab Minicoaches,http://www.traveline.info,EN,,,Europe/London,,
OP346,Station Taxis,http://traveline.info/,EN,,,Europe/London,,
OP348,Nefyn Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP349,Abbotts of Leeming,http://www.abbottscoaches.co.uk,EN,,,Europe/London,,
OP351,Redcar & Cleveland Borough Council,http://redcar-cleveland.gov.uk,EN,,,Europe/London,,
OP352,Paul's Travel,http://www.traveline.info,EN,,,Europe/London,,
OP3520,Lucketts Travel,http://www.traveline.info,EN,,,Europe/London,,
OP354,Stagecoach North East,https://www.stagecoachbus.com/about/north-east,EN,,,Europe/London,,
OP355,Stagecoach North East,https://www.stagecoachbus.com/about/north-east,EN,,,Europe/London,,
OP356,Compass Royston,http://www.traveline.info,EN,,,Europe/London,,
OP357,Generation Travel,http://www.traveline.info,EN,,,Europe/London,,
OP359,arriva in the North West,http://www.arrivabus.co.uk/north-west,EN,,,Europe/London,,
OP36,Stagecoach East,https://www.stagecoachbus.com/about/east,EN,,,Europe/London,,
OP360,Hollinshead Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP361,Mikro Coaches,http://www.mikrocoaches.co.uk,EN,01270 588867,,Europe/London,,
OP362,Springfield Bus & Coach,http://www.springfieldbus.co.uk,EN,,,Europe/London,,
OP364,Warrington's own buses,https://www.warringtonsownbuses.co.uk/,EN,,,Europe/London,,
OP365,A2B Travel,http://www.a2b-travel.com,EN,,,Europe/London,,
OP366,Aintree Coachline,http://www.aintreecoachline.com,EN,,,Europe/London,,
OP367,arriva in the North West,http://www.arrivabus.co.uk/north-west/,EN,,,Europe/London,,
OP368,Arrowebrook,http://www.traveline.info,EN,,,Europe/London,,
OP371,Howards Travel,http://www.traveline.info,EN,,,Europe/London,,
OP372,Townlynx,http://www.traveline.info,EN,,,Europe/London,,
OP373,Stagecoach Merseyside,https://www.stagecoachbus.com,EN,,,Europe/London,,
OP374,Blueworks Private Hire,http://www.traveline.info,EN,,,Europe/London,,
OP375,Border Rambler,http://www.borderramblerbus.co.uk,EN,,,Europe/London,,
OP377,Ellenvale Coaches,http://www.ellenvalecoaches.co.uk,EN,,,Europe/London,,
OP378,Fellrunner,http://www.fellrunnerbus.co.uk,EN,,,Europe/London,,
OP381,Irving of Dalston,http://www.traveline.info,EN,,,Europe/London,,
OP3817,TfL Rail,https://tfl.gov.uk/modes/tfl-rail/,EN,0343 222 1234,,Europe/London,,
OP382,J B Pickthall,http://www.traveline.info,EN,,,Europe/London,,
OP383,Kirkby Lonsdale Coaches,http://www.kirkbylonsdalecoachhire.co.uk/,EN,,,Europe/London,,
OP384,Lakeland Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP385,NBM Hire Ltd,http://www.traveline.info,EN,,,Europe/London,,
OP387,Reays,http://www.reays.co.uk,EN,,,Europe/London,,
OP388,Stagecoach Cumbria and North Lancashire,https://www.stagecoachbus.com/about/cumbria-and-north-lancashire,EN,,,Europe/London,,
OP39,Road Runner Community Transport,http://www.traveline.info,EN,,,Europe/London,,
OP391,Stagecoach West Scotland,https://www.stagecoachbus.com,EN,,,Europe/London,,
OP392,The Travellers Choice,http://www.travellerschoice.co.uk/,EN,,,Europe/London,,
OP393,Tyson Travel,http://www.traveline.info,EN,,,Europe/London,,
OP394,Ullswater Steamers,https://www.ullswater-steamers.co.uk/,EN,,,Europe/London,,
OP3949,Oates Travel,http://www.traveline.info,EN,,,Europe/London,,
OP395,Western Dales Bus,http://www.westerndalesbus.co.uk,EN,,,Europe/London,,
OP396,Windermere Ferry,http://www.cumbria.gov.uk/roads-transport/highways-pavements/windermereferry.asp,EN,,,Europe/London,,
OP397,Woof's of Sedbergh,http://www.traveline.info,EN,,,Europe/London,,
OP398,The Burnley Bus Company,https://www.transdevbus.co.uk/burnley,EN,,,Europe/London,,
OP399,bullocks,http://www.bullockscoaches.com,EN,,,Europe/London,,
OP4,Eifion's Coaches,http://www.eifionscoaches.co.uk,EN,,,Europe/London,,
OP400,"First Halifax, Calder Valley & Huddersfield",https://www.firstgroup.com/halifax-calder-valley-huddersfield,EN,,,Europe/London,,
OP401,Cumfy Bus,http://cumfybus.co.uk/index.html,EN,,,Europe/London,,
OP404,First Greater Manchester,https://www.firstgroup.com/greater-manchester,EN,,,Europe/London,,
OP405,Go Goodwins,http://www.traveline.info,EN,,,Europe/London,,
OP406,DIAM◊ND North West,http://www.diamondbusnorthwest.co.uk,EN,,,Europe/London,,
OP407,Hattons Travel,http://www.traveline.info,EN,,,Europe/London,,
OP408,yorkshire tiger,http://yorkshiretiger.co.uk,EN,,,Europe/London,,
OP409,HTL Buses,http://huytontravel.co.uk,EN,,,Europe/London,,
OP41,Grant Palmer,http://www.grantpalmer.com,EN,,,Europe/London,,
OP410,Jim Stones Coaches,http://jimstonescoaches.com,EN,,,Europe/London,,
OP411,Metrolink,http://www.metrolink.co.uk/Pages/default.aspx,EN,,,Europe/London,,
OP413,rosso,https://www.transdevbus.co.uk/rosso/,EN,,,Europe/London,,
OP414,Selwyns Travel,http://www.traveline.info,EN,,,Europe/London,,
OP4147,easyBus,http://www.traveline.info,EN,,,Europe/London,,
OP415,Stotts Tours,https://www.stottsbuses.co.uk/,EN,,,Europe/London,,
OP416,Travel Assist,http://www.travelassist.org,EN,,,Europe/London,,
OP417,Tyrers,http://www.tyrerscoaches.co.uk,EN,,,Europe/London,,
OP419,MCT Travel,http://www.manct.org/our-route/,EN,,,Europe/London,,
OP42,Transport for London,https://tfl.gov.uk,EN,,,Europe/London,,
OP420,Abbey Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP4213,Peter's Minibus Hire,http://www.traveline.info,EN,,,Europe/London,,
OP4215,Ace Travel,http://www.traveline.info,EN,,,Europe/London,,
OP422,A1 Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP424,Archway Travel,http://www.traveline.info,EN,,,Europe/London,,
OP4246,trustybus,http://www.traveline.info,EN,,,Europe/London,,
OP425,Avacab,http://www.traveline.info,EN,,,Europe/London,,
OP426,Blackpool Transport,http://www.blackpooltransport.com,EN,,,Europe/London,,
OP4279,Stagecoach North Scotland,http://www.traveline.info,EN,,,Europe/London,,
OP429,Bradshaw's,http://www.traveline.info,EN,,,Europe/London,,
OP43,London General,http://www.traveline.info,EN,,,Europe/London,,
OP430,Pilkington Bus,http://pilkingtonbus.com/,EN,,,Europe/London,,
OP431,Coach Hire Executive Travel Ltd,http://www.traveline.info,EN,,,Europe/London,,
OP432,Coastal Coaches,http://www.coastalcoaches.co.uk,EN,,,Europe/London,,
OP433,Charlton Minicoaches,http://www.traveline.info,EN,,,Europe/London,,
OP436,Don Fraser Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP437,Finches,http://www.traveline.info,EN,,,Europe/London,,
OP4378,Harrods Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP439,Foreign Support,http://www.traveline.info,EN,,,Europe/London,,
OP441,Hodsons Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP4412,Gemsar Travel Limited,http://www.traveline.info,EN,,,Europe/London,,
OP442,Holmeswood Coaches Ltd,http://www.holmeswoodcoaches.com,EN,,,Europe/London,,
OP443,Bretherton's Gold Line,http://www.traveline.info,EN,,,Europe/London,,
OP445,JP Travel,http://www.jptravel.co.uk,EN,,,Europe/London,,
OP446,The Keighley Bus Company,https://www.transdevbus.co.uk/keighley/,EN,,,Europe/London,,
OP448,Link Line Travel,http://www.traveline.info,EN,,,Europe/London,,
OP449,Laurie Marshall Wiseman,http://www.traveline.info,EN,,,Europe/London,,
OP45,unō,http://www.unobus.info/,EN,,,Europe/London,,
OP450,Longridge Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP451,The Blackburn Bus Company,https://www.transdevbus.co.uk/blackburn,EN,,,Europe/London,,
OP452,Moving People,http://traveline.info,EN,,,Europe/London,,
OP453,Shane Nuttall (Coach Hire),http://www.traveline.info,EN,,,Europe/London,,
OP454,Catch22Bus,http://www.catch22bus.co.uk,EN,,,Europe/London,,
OP4543,SP Cars,http://www.traveline.info,EN,,,Europe/London,,
OP455,Ormskirk Coaches & Taxis,http://www.traveline.info,EN,,,Europe/London,,
OP456,Preston Bus,http://www.prestonbus.co.uk,EN,,,Europe/London,,
OP458,P & S Nelson,http://www.traveline.info,EN,,,Europe/London,,
OP46,arriva in Herts and Essex,https://www.arrivabus.co.uk/herts-and-essex/,EN,,,Europe/London,,
OP460,Redline Travel,http://www.redlinetravel.co.uk,EN,,,Europe/London,,
OP462,J Robinson Taxis,http://www.traveline.info,EN,,,Europe/London,,
OP463,Pendle Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP468,K A J & A Hazlett,http://www.traveline.info,EN,,,Europe/London,,
OP47,arriva in Beds and Bucks,https://www.arrivabus.co.uk/beds-and-bucks,EN,,,Europe/London,,
OP470,Waltons Coach Hire,http://www.traveline.info,EN,,,Europe/London,,
OP4708,Torbay Community Development Trust,http://www.traveline.info,EN,,,Europe/London,,
OP471,Wyre Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP474,A & J Taxis,http://www.taxi-one.co.uk,EN,,,Europe/London,,
OP475,Happy Al's,http://www.traveline.info,EN,,,Europe/London,,
OP476,Maghull Coaches,http://www.maghullcoaches.co.uk,EN,,,Europe/London,,
OP479,Mersey Ferries,http://www.merseyferries.co.uk/,EN,,,Europe/London,,
OP48,Green Line,http://www.greenline.co.uk,EN,,,Europe/London,,
OP480,Ogden Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP4808,Nick Maddy Coaches (Hereford),http://www.traveline.info,EN,,,Europe/London,,
OP483,PeoplesBus,http://www.peoplesbus.com,EN,,,Europe/London,,
OP484,EaziBus,http://www.traveline.info,EN,,,Europe/London,,
OP486,Ashcroft's,http://www.traveline.info,EN,,,Europe/London,,
OP49,The Villager Minibus,http://www.villager-sharnbrook.org.uk,EN,,,Europe/London,,
OP491,O R Jones,http://www.traveline.info,EN,,,Europe/London,,
OP492,Owen's Travelmaster,http://www.owenstravel.co.uk,EN,,,Europe/London,,
OP493,Padarn Cars,http://www.traveline.info,EN,,,Europe/London,,
OP4939,Woking RailAir,http://www.traveline.info,EN,,,Europe/London,,
OP495,Pat's Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP496,Peyton Travel,http://www.traveline.info,EN,,,Europe/London,,
OP4973,Abbey Travel,http://www.traveline.info,EN,,,Europe/London,,
OP4974,Lords Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP5,arriva in Wales,http://www.arrivabus.co.uk/wales/,EN,,,Europe/London,,
OP50,Centrebus,http://www.centrebus.info,EN,,,Europe/London,,
OP5005,ARG Travel,http://www.traveline.info,EN,,,Europe/London,,
OP502,Ridgeways,http://ridgwayscoaches.co.uk,EN,,,Europe/London,,
OP503,RJ Jones Travel,http://www.traveline.info,EN,,,Europe/London,,
OP504,First Berkshire & The Thames Valley,https://www.firstgroup.com/berkshire-thames-valley,EN,,,Europe/London,,
OP505,Z&S Transport,http://www.zands.co.uk,EN,,,Europe/London,,
OP506,Redline,http://www.redlinebuses.com/,EN,,,Europe/London,,
OP507,Star Travel,http://startravelbuses.co.uk,EN,,,Europe/London,,
OP5071,DR Travel,http://www.traveline.info,EN,,,Europe/London,,
OP508,Langston & Tasker,http://www.traveline.info,EN,,,Europe/London,,
OP509,Red Eagle Buses,http://www.redeagle.org.uk,EN,,,Europe/London,,
OP51,Ivel Sprinter,http://www.ivelsprinter.org.uk,EN,,,Europe/London,,
OP510,Courtney,http://www.courtneybuses.com,EN,,,Europe/London,,
OP511,Carousel,http://www.carouselbuses.co.uk/,EN,,,Europe/London,,
OP512,White Bus Services,http://www.whitebus.co.uk,EN,,,Europe/London,,
OP513,Transport for London,https://tfl.gov.uk,EN,,,Europe/London,,
OP514,Souls,http://traveline.info,EN,,,Europe/London,,
OP515,Winslow & District Community Bus,http://www.traveline.info,EN,,,Europe/London,,
OP517,Transport for London,https://tfl.gov.uk,EN,,,Europe/London,,
OP5171,Fairway Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP5172,Sweyne Coaches,http://www.traveline.info,EN,,,Europe/London,,
OP518,Paul's Private Hire,http://www.traveline.info,EN,,,Europe/London,,
OP519,Risborough Area Community Bus,http://www.traveline.info,EN,,,Europe/London,,
OP52,Flittabus,http://www.flittabus.co.uk,EN,,,Europe/London,,
OP5203,Denbighshire Council,http://www.traveline.info,EN,,,Europe/London,,
OP521,Thames Travel,http://www.thames-travel.co.uk/,EN,,,Europe/London,,
OP523,Oxford Bus Company,http://www.oxfordbus.co.uk,EN,,,Europe/London,,
OP5236,Upper Coquetdale Community Transport,http://www.traveline.info,EN,,,Europe/London,,
OP524,Whites Coaches,http://www.whitescoaches.com,EN,,,Europe/London,,
OP525,OurBus Bartons,http://ourbus.co,EN,,,Europe/London,,
OP526,Grayline,http://www.grayline.co.uk/,EN,,,Europe/London,,
OP527,Shipston Link,http://www.traveline.info,EN,,,Europe/London,,
OP529,Faringdon Community Bus,http://www.traveline.info,EN,,,Europe/London,,
OP53,Wanderbus,http://wanderbus.org.uk,EN,,,Europe/London,,
OP531,Charlton Services,http://www.traveline.info,EN,,,Europe/London,,
OP532,Pulhams Coaches,http://www.pulhamscoaches.com,EN,,,Europe/London,,
OP533,Richard Wellesley Memorial Community Minibus,http://www.traveline.info,EN,,,Europe/London,,
OP534,The Villager,http://www.villagerbus.com,EN,,,Europe/London,,
OP535,Reading Buses,http://www.reading-buses.co.uk,EN,,,Europe/London,,
OP536,Horseman Coaches,https://www.horsemancoaches.co.uk/,EN,,,Europe/London,,
OP537,Heathrow Express,https://www.heathrowexpress.com/,EN,+44 (0) 345 600 1515,,Europe/London,,
OP539,Stewarts,http://stewartscoaches.com/,EN,,,Europe/London,,
OP541,Stephensons,http://www.stephensonsofessex.com/,EN,,,Europe/London,,
OP542,Fords of Althorne,http://www.fordscoaches.co.uk/,EN,,,Europe/London,,
OP543,NIBS Buses,http://www.traveline.info,EN,,,Europe/London,,
OP5434,Oxon,http://www.traveline.info,EN,,,Europe/London,,
OP545,Chambers,http://www.chambersbus.co.uk,EN,,,Europe/London,,
OP546,Panther Travel,https://www.panther-travel.co.uk,EN,01279 877771,,Europe/London,,
OP548,Hedingham,http://www.hedingham.co.uk/,EN,,,Europe/London,,
OP550,Transport for London,https://tfl.gov.uk,EN,,,Europe/London,,
OP551,Transport for London,https://tfl.gov.uk,EN,,,Europe/London,,
OP552,Horizon,http://www.horizonbus.co.uk,EN,,,Europe/London,,
OP553,JW Lodge & Sons,http://www.traveline.info,EN,,,Europe/London,,
OP554,Carters Heritage Buses,http://vintagebushireipswich.co.uk,EN,,,Europe/London,,
OP555,London General,http://www.traveline.info,EN,,,Europe/London,,
OP556,Flagfinders,http://www.traveline.info,EN,,,Europe/London,,
OP56,South Beds Dial-a-Ride,http://www.traveline.info,EN,,,Europe/London,,
OP561,Epping Forest Community Transport,http://www.traveline.info,EN,,,Europe/London,,
OP563,Ugobus,http://www.traveline.info,EN,,,Europe/London,,
OP566,Transport for London,http://www.dcrp.org.uk,EN,01752 584777,,Europe/London,,
OP567,Brentwood Community Transport,http://www.brentwoodct.co.uk,EN,,,Europe/London,,
OP571,Coggeshall Community Bus,http://www.traveline.info,EN,,,Europe/London,,
OP572,Stansted Airport Hotel Shuttle,http://www.stanstedairport.com/flights-and-hotels/hotels/stansted-airport-hotels/,EN,,,Europe/London,,
OP575,Basildon Community Transport Services,http://www.traveline.info,EN,,,Europe/London,,
OP576,Compass Travel,http://www.compass-travel.co.uk/,EN,,,Europe/London,,
OP577,Stagecoach South East,https://www.stagecoachbus.com,EN,,,Europe/London,,
